label,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z
index_up,0.13042040169239044,0.6153722405433655,2.598815456167358e-07,0.16339851915836334,0.5766707062721252,0.020587794482707977,0.19071164727210999,0.5181930065155029,0.026970330625772476,0.21379347145557404,0.4827280640602112,0.024936217814683914,0.23608432710170746,0.4542500376701355,0.023026147857308388,0.15415962040424347,0.43749645352363586,0.025849470868706703,0.22013093531131744,0.38949447870254517,0.01835760846734047,0.2658815383911133,0.3804381489753723,0.012288515456020832,0.29873746633529663,0.38735508918762207,0.010026425123214722,0.1586051732301712,0.43606841564178467,0.008824783377349377,0.23440787196159363,0.39066973328590393,0.0014303779462352395,0.2798801064491272,0.40876635909080505,-0.004464808851480484,0.30496400594711304,0.4383769631385803,-0.006475292611867189,0.17283469438552856,0.44791504740715027,-0.008109372109174728,0.24891765415668488,0.406441330909729,-0.015253040939569473,0.29134654998779297,0.4318777918815613,-0.01853388175368309,0.31223779916763306,0.4660583734512329,-0.018361417576670647,0.19459617137908936,0.4684146046638489,-0.023890534415841103,0.2533733546733856,0.43372052907943726,-0.025360604748129845,0.2865075469017029,0.44767794013023376,-0.02274079993367195,0.303728848695755,0.4716205894947052,-0.019648373126983643
index_up,0.1491749882698059,0.5839715003967285,1.432768357290115e-07,0.19027884304523468,0.5532718896865845,0.02731338143348694,0.21068306267261505,0.499202698469162,0.0397501140832901,0.22344641387462616,0.46240687370300293,0.04153501242399216,0.23673909902572632,0.436103492975235,0.044151484966278076,0.1739807426929474,0.4081075191497803,0.05039874464273453,0.23501381278038025,0.3539355397224426,0.04559417814016342,0.27671194076538086,0.3713134527206421,0.036043718457221985,0.29917728900909424,0.40238630771636963,0.03216607868671417,0.17670384049415588,0.40097808837890625,0.03186400234699249,0.2421850860118866,0.33955398201942444,0.03267747163772583,0.2862728536128998,0.36264538764953613,0.025743043050169945,0.3072470724582672,0.39635226130485535,0.021444033831357956,0.1916700154542923,0.4059610366821289,0.012189492583274841,0.25299590826034546,0.33806195855140686,0.01374906674027443,0.2961523234844208,0.361715167760849,0.01102701760828495,0.31545332074165344,0.39883267879486084,0.009408167563378811,0.21748800575733185,0.4188835322856903,-0.006625756621360779,0.2621190845966339,0.36496153473854065,-0.0009842589497566223,0.2917327582836151,0.3776732087135315,0.004011683166027069,0.30574503540992737,0.40692099928855896,0.007182019762694836
index_up,0.14006416499614716,0.5869181156158447,-2.107020335984089e-08,0.17969432473182678,0.5518032312393188,0.027821801602840424,0.20086488127708435,0.49505680799484253,0.03837396577000618,0.2181752473115921,0.459905743598938,0.037624046206474304,0.23422564566135406,0.4372579753398895,0.037150271236896515,0.1708579808473587,0.41127216815948486,0.043894145637750626,0.22998438775539398,0.3532072901725769,0.036708831787109375,0.2703171670436859,0.37051501870155334,0.02776338718831539,0.2916550636291504,0.4029751718044281,0.02444610930979252,0.1763555109500885,0.4032539427280426,0.023924797773361206,0.24169570207595825,0.33472320437431335,0.019995760172605515,0.2830272614955902,0.3614082336425781,0.013932985253632069,0.30078697204589844,0.39905357360839844,0.011885120533406734,0.19307658076286316,0.4058007597923279,0.0032665806356817484,0.25443536043167114,0.3349820375442505,0.0019845678471028805,0.295145183801651,0.3609919548034668,0.0006345735746435821,0.3119385838508606,0.400654137134552,0.0012472764356061816,0.2200639843940735,0.417954683303833,-0.016567034646868706,0.26479870080947876,0.3657990097999573,-0.012748045846819878,0.29451146721839905,0.3796412944793701,-0.00786146055907011,0.30886709690093994,0.41013437509536743,-0.003864825936034322
index_up,0.15779268741607666,0.5824940800666809,-5.2519883553259206e-08,0.21157599985599518,0.5601441264152527,0.027078697457909584,0.2284049689769745,0.5098045468330383,0.040217217057943344,0.24222080409526825,0.47330158948898315,0.04115840047597885,0.253877729177475,0.4458814263343811,0.04233676567673683,0.18518003821372986,0.41443151235580444,0.05909176543354988,0.2391650676727295,0.37945520877838135,0.053021516650915146,0.27713602781295776,0.4017513394355774,0.04033255949616432,0.29745015501976013,0.43684759736061096,0.033790361136198044,0.1840440332889557,0.3998298645019531,0.039616577327251434,0.24496020376682281,0.3430701792240143,0.034799326211214066,0.28777357935905457,0.3715410828590393,0.023090755566954613,0.3091968595981598,0.4125214219093323,0.017457140609622,0.19687288999557495,0.3928470313549042,0.018170971423387527,0.2519592046737671,0.3273375630378723,0.014649837277829647,0.29619744420051575,0.35448476672172546,0.006066582631319761,0.3174467384815216,0.39817482233047485,0.0026754781138151884,0.2234421670436859,0.3926089107990265,-0.0026314263232052326,0.26458096504211426,0.3418893814086914,-0.0015087875071913004,0.29527968168258667,0.36008745431900024,-0.0012018067063763738,0.31198111176490784,0.39642640948295593,-0.0001326818746747449
index_up,0.17322993278503418,0.5711461901664734,-6.422293807872848e-08,0.2296304553747177,0.5677274465560913,0.024649780243635178,0.24842295050621033,0.5210728049278259,0.040125537663698196,0.2601012885570526,0.4862131178379059,0.04401088133454323,0.2726703882217407,0.457084059715271,0.04772671312093735,0.20381779968738556,0.43015187978744507,0.06986163556575775,0.24838663637638092,0.407398521900177,0.07504092156887054,0.2840014696121216,0.4146125614643097,0.06874056160449982,0.3036028742790222,0.43033623695373535,0.06450649350881577,0.19681276381015778,0.40739595890045166,0.052997440099716187,0.2506769597530365,0.3586347699165344,0.05696938559412956,0.2929707169532776,0.37913060188293457,0.047905221581459045,0.31631627678871155,0.4093222916126251,0.04299993813037872,0.2034560889005661,0.3920217752456665,0.03380407392978668,0.2485121786594391,0.32291069626808167,0.03621245175600052,0.2931276559829712,0.34015586972236633,0.027724895626306534,0.3176032602787018,0.3747038245201111,0.023145345970988274,0.2235424518585205,0.3814552426338196,0.015044177882373333,0.2580304443836212,0.3210740387439728,0.01873192936182022,0.29126888513565063,0.33201903104782104,0.01915322244167328,0.3123756945133209,0.3646993935108185,0.0194004625082016
index_up,0.1762779951095581,0.5703463554382324,-8.858106781417519e-08,0.23471161723136902,0.5614989399909973,0.02751016803085804,0.2526876628398895,0.512774646282196,0.04383349418640137,0.2633007764816284,0.4797822833061218,0.04790809005498886,0.2750090956687927,0.45318543910980225,0.051874008029699326,0.20318393409252167,0.4245210886001587,0.07121416926383972,0.2471650391817093,0.40006256103515625,0.07479394227266312,0.2842279076576233,0.41348516941070557,0.0666348859667778,0.3016359210014343,0.4372262954711914,0.06156690791249275,0.19738462567329407,0.40670573711395264,0.052956923842430115,0.24894313514232635,0.3565346300601959,0.05494820699095726,0.2918729782104492,0.3783136010169983,0.04350954294204712,0.31310519576072693,0.4127633273601532,0.03686894476413727,0.20355358719825745,0.3937736749649048,0.03263864666223526,0.24852250516414642,0.3247597813606262,0.03290753811597824,0.2931584417819977,0.3428933322429657,0.022232025861740112,0.3149303197860718,0.38156241178512573,0.016600515693426132,0.22281600534915924,0.38344237208366394,0.01322061475366354,0.260012686252594,0.3254348039627075,0.015781039372086525,0.2941746115684509,0.33738771080970764,0.015033931471407413,0.31381040811538696,0.37137141823768616,0.01448807492852211
index_up,0.20195111632347107,0.5750460624694824,-1.3054680891855241e-07,0.2575003206729889,0.5750067830085754,0.00831566285341978,0.2894923985004425,0.52732914686203,0.01613726280629635,0.30484306812286377,0.4853261411190033,0.01586567424237728,0.3154101073741913,0.4498682916164398,0.01727248542010784,0.24991708993911743,0.4326157569885254,0.04690773785114288,0.28568607568740845,0.40012744069099426,0.042207270860672,0.31606072187423706,0.4159519672393799,0.03158016875386238,0.3314130902290344,0.4401126503944397,0.025263551622629166,0.24221058189868927,0.41358280181884766,0.03607237711548805,0.2818203866481781,0.37666410207748413,0.033617470413446426,0.3139955401420593,0.39440760016441345,0.02307152934372425,0.3341614603996277,0.41736891865730286,0.016367832198739052,0.2404201477766037,0.39274194836616516,0.021514078602194786,0.27540937066078186,0.35273662209510803,0.016244417056441307,0.3098823130130768,0.36905714869499207,0.007655513472855091,0.3305642902851105,0.39507678151130676,0.0031760784331709146,0.2451082170009613,0.3731672167778015,0.006039248313754797,0.27757537364959717,0.3431415557861328,0.0028273880016058683,0.3057527244091034,0.3592413067817688,0.0020900724921375513,0.3244335353374481,0.3867831230163574,0.0026254765689373016
index_up,0.23385268449783325,0.6210722327232361,-3.195598026195512e-07,0.2877604365348816,0.6176650524139404,0.017456090077757835,0.32104358077049255,0.5776473879814148,0.0317409411072731,0.33844050765037537,0.5344201326370239,0.03406922146677971,0.3457305431365967,0.49315735697746277,0.03790879249572754,0.28084638714790344,0.48431551456451416,0.07613552361726761,0.3192843198776245,0.4508148729801178,0.07311295717954636,0.3278082013130188,0.48155856132507324,0.06329172849655151,0.3167441785335541,0.5237640738487244,0.06090950220823288,0.27095112204551697,0.46246135234832764,0.06219092756509781,0.3208298087120056,0.42865657806396484,0.05973630025982857,0.32421228289604187,0.4692787528038025,0.04752214625477791,0.30752843618392944,0.506801962852478,0.04347272962331772,0.263083815574646,0.43876904249191284,0.043346650898456573,0.3147279620170593,0.4086357653141022,0.03426491469144821,0.3165678381919861,0.4586450457572937,0.0258055217564106,0.299296110868454,0.5019742846488953,0.02614981308579445,0.2539437413215637,0.4164131283760071,0.02507636323571205,0.30180779099464417,0.3941350281238556,0.02288561314344406,0.30721455812454224,0.43500998616218567,0.025541672483086586,0.2960337698459625,0.47387778759002686,0.030413266271352768
index_up,0.275989830493927,0.6584057807922363,-9.487998653412433e-08,0.321431964635849,0.645218014717102,8.124556916300207e-05,0.35534703731536865,0.600612998008728,0.0051918430253863335,0.3701249063014984,0.5543130040168762,0.003704383037984371,0.37214601039886475,0.5098104476928711,0.005071415100246668,0.32018691301345825,0.5292728543281555,0.04256514459848404,0.34583398699760437,0.4953354299068451,0.032105520367622375,0.36062395572662354,0.5133053064346313,0.020211443305015564,0.3626537024974823,0.5410069823265076,0.015731463208794594,0.30428916215896606,0.5090774297714233,0.03534112125635147,0.3365340530872345,0.47041693329811096,0.027541249990463257,0.34894195199012756,0.4950881600379944,0.01647304557263851,0.349087655544281,0.5189813375473022,0.011866502463817596,0.28326600790023804,0.4854292571544647,0.023049743846058846,0.3172464966773987,0.4537118673324585,0.01111928652971983,0.3314347267150879,0.4835239052772522,0.005815640091896057,0.33116692304611206,0.5081714391708374,0.006363594904541969,0.2586931884288788,0.4638859033584595,0.009694511070847511,0.299211710691452,0.4466370940208435,0.003927057143300772,0.3119756877422333,0.47080197930336,0.006873096339404583,0.3101809322834015,0.4907316267490387,0.011424087919294834
index_up,0.27666375041007996,0.6523262858390808,1.6889606513359467e-07,0.3172723948955536,0.6435180306434631,0.00035233088419772685,0.34493309259414673,0.5987318158149719,0.00939815305173397,0.3583126962184906,0.5563406944274902,0.0124288871884346,0.3638664782047272,0.5176104307174683,0.017349973320961,0.30265185236930847,0.5401450991630554,0.05267222225666046,0.32607030868530273,0.5090383291244507,0.0487445667386055,0.348734974861145,0.5098857283592224,0.0391610749065876,0.3612804412841797,0.5230353474617004,0.035594724118709564,0.2900899350643158,0.5216492414474487,0.047382619231939316,0.3224278688430786,0.48243358731269836,0.042934924364089966,0.3445091247558594,0.49424025416374207,0.03115680254995823,0.35753265023231506,0.514169454574585,0.026384536176919937,0.2733927071094513,0.4978644847869873,0.03679925575852394,0.30795079469680786,0.46674469113349915,0.02575967274606228,0.33028167486190796,0.48888254165649414,0.01550485473126173,0.34026622772216797,0.5163081884384155,0.013874397613108158,0.2543618381023407,0.47247543931007385,0.02532247267663479,0.28999537229537964,0.4533073604106903,0.018542684614658356,0.30954709649086,0.47302931547164917,0.017030715942382812,0.3190593421459198,0.49728259444236755,0.01930283196270466
